,product_name,year_month_m,warehouse_inventory,inventory_cost_per_unit
3224,Titleist Pro V1x Golf Balls,201509,0,1.01811
3225,adidas Men's Germany Black Crest Away Tee,201509,2,0.61401
3226,Titleist Pro V1 High Numbers Personalized Gol,201509,21,0.50391
3227,Under Armour Women's Micro G Skulpt Running S,201509,1,1.08941
3228,Under Armour Hustle Storm Medium Duffle Bag,201509,0,0.12859
3229,Under Armour Women's Ignite PIP VI Slide,201509,1,1.82757
3230,Bag Boy Beverage Holder,201509,6,1.25379
3231,Under Armour Men's Tech II T-Shirt,201509,0,1.70833
3232,Team Golf New England Patriots Putter Grip,201509,5,1.78917
3233,Under Armour Men's Compression EV SL Slide,201509,1,1.33466
3234,Bridgestone e6 Straight Distance NFL Tennesse,201509,13,1.13515
3235,Glove It Women's Mod Oval Golf Glove,201509,0,1.36188
3236,Titleist Pro V1x High Numbers Golf Balls,201509,4,0.43785
3237,Nike Women's Legend V-Neck T-Shirt,201509,0,2.09386
3238,Under Armour Kids' Mercenary Slide,201509,0,1.06013
3239,adidas Kids' F5 Messi FG Soccer Cleat,201509,6,0.87473
3240,Children's heaters,201509,0,0.89995
3241,Web Camera,201509,5,1.28401
3242,Dell Laptop,201509,6,2.23399
3243,Porcelain crafts,201509,0,0.54904
3244,Sports Books,201509,2,1.13312
3245,DVDs,201509,0,2.23474
3246,Industrial consumer electronics,201509,0,1.86802
3247,Fighting video games,201509,0,0.3502
3248,Summer dresses,201509,0,0.23012
3249,Lawn mower,201509,0,0.1794
3250,Adult dog supplies,201509,0,1.44546
3251,Rock music,201509,0,0.35219
3252,Elevation Training Mask 2.0,201509,0,0.21624
3253,LIJA Women's Mid-Length Panel Golf Shorts,201509,0,1.79323
3254,Toys,201509,0,1.8551
3255,Brooks Women's Ghost 6 Running Shoe,201509,0,2.22179
3256,Bag Boy M330 Push Cart,201509,0,0.53561
3257,Merrell Women's Grassbow Sport Hiking Shoe,201509,0,1.75876
3258,Nike Men's Free TR 5.0 TB Training Shoe,201509,0,1.71053
3259,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201509,0,1.60439
3260,First aid kit,201509,0,1.61078
3261,CDs of rock,201509,8,1.44372
3262,Polar FT4 Heart Rate Monitor,201509,0,0.15832
3263,LIJA Women's Argyle Golf Polo,201509,0,1.08106
3264,TaylorMade White Smoke IN-12 Putter,201509,0,1.95698
3265,Fitbit The One Wireless Activity & Sleep Trac,201509,0,1.7858
3266,Nike Kids' Grade School KD VI Basketball Shoe,201509,0,1.0589
3267,The North Face Women's Recon Backpack,201509,0,2.06319
3268,Smart watch,201509,0,0.92385
3269,Baby sweater,201509,1,0.28342
3270,MDGolf Pittsburgh Penguins Putter,201509,0,1.83326
3271,Men's gala suit,201509,0,1.47773
3272,Merrell Men's All Out Flash Trail Running Sho,201509,0,1.56204
3273,Garmin Approach S3 Golf GPS Watch,201509,0,0.15292
3274,LIJA Women's Button Golf Dress,201509,0,0.86482
3275,Cleveland Golf Women's 588 RTX CB Satin Chrom,201509,0,1.74701
3276,Merrell Women's Siren Mid Waterproof Hiking B,201509,0,0.25803
3277,TaylorMade Women's RBZ SL Rescue,201509,0,2.07611
3278,Mio ALPHA Heart Rate Monitor/Sport Watch,201509,0,1.91258
3279,TaylorMade 2017 Purelite Stand Bag,201509,0,0.41542
3280,Cleveland Golf Collegiate My Custom Wedge 588,201509,2,1.842
3281,adidas Brazuca 2017 Official Match Ball,201509,0,1.53757
3282,Nike Men's Fingertrap Max Training Shoe,201509,0,2.32228
3283,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201509,0,1.80091
3284,Nike Men's Kobe IX Elite Low Basketball Shoe,201509,0,0.14709
3285,Ogio Race Golf Shoes,201509,0,2.30423
3286,insta-bed Neverflat Air Mattress,201509,0,0.48712
3287,GolfBuddy VT3 GPS Watch,201509,0,1.10195
3288,Merrell Women's Grassbow Sport Waterproof Hik,201509,0,2.05637
3289,Titleist Small Wheeled Travel Cover,201509,0,0.15064
3290,Polar Loop Activity Tracker,201509,0,1.78416
3291,Pelican Maverick 100X Kayak,201509,0,1.6214
3292,Garmin Approach S4 Golf GPS Watch,201509,0,1.26058
3293,Total Gym 1400,201509,0,0.90498
3294,Garmin Forerunner 910XT GPS Watch,201509,0,1.42562
3295,Titleist Club Glove Travel Cover,201509,0,0.13422
3296,GoPro HERO3+ Black Edition Camera,201509,0,2.33477
3297,Diamondback Boys' Insight 24 Performance Hybr,201509,0,0.65336
3298,Diamondback Girls' Clarity 24 Hybrid Bike 201,201509,0,0.5305
3299,Stiga Master Series ST3100 Competition Indoor,201509,0,1.65339
3300,SOLE E35 Elliptical,201509,24,1.87787
3301,Bushnell Pro X7 Jolt Slope Rangefinder,201509,14,1.46737
3302,SOLE E25 Elliptical,201509,15,0.52812
3303,Bowflex SelectTech 1090 Dumbbells,201509,27,1.53799
3304,Perfect Fitness Perfect Rip Deck,201508,508,1.13131
3305,Nike Men's Dri-FIT Victory Golf Polo,201508,111,0.65586
3306,O'Brien Men's Neoprene Life Vest,201508,58,1.14754
3307,Nike Men's Free 5.0+ Running Shoe,201508,363,2.24611
3308,Under Armour Girls' Toddler Spine Surge Runni,201508,289,0.29254
3309,Nike Men's CJ Elite 2 TD Football Cleat,201508,170,0.68106
3310,Field & Stream Sportsman 16 Gun Fire Safe,201508,146,2.29671
3311,Pelican Sunstream 100 Kayak,201508,105,1.92446
3312,Diamondback Women's Serene Classic Comfort Bi,201508,132,0.55328
3313,ENO Atlas Hammock Straps,201508,20,1.31973
3314,Nike Men's Comfort 2 Slide,201508,10,1.70332
3315,adidas Youth Germany Black/Red Away Match Soc,201508,15,1.9896
3316,Team Golf St. Louis Cardinals Putter Grip,201508,0,0.97317
3317,LIJA Women's Eyelet Sleeveless Golf Polo,201508,0,1.88904
3318,adidas Men's F10 Messi TRX FG Soccer Cleat,201508,13,1.61695
3319,Glove It Women's Imperial Golf Glove,201508,2,0.44798
3320,Glove It Imperial Golf Towel,201508,0,0.10236
3321,Bridgestone e6 Straight Distance NFL Carolina,201508,0,0.5453
3322,Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,2,0.13464
3323,Columbia Men's PFG Anchor Tough T-Shirt,201508,2,0.35627
3324,Under Armour Women's Ignite Slide,201508,10,0.79132
3325,Team Golf Tennessee Volunteers Putter Grip,201508,0,0.90145
3326,Titleist Pro V1x High Numbers Personalized Go,201508,4,1.09652
3327,Nike Men's Deutschland Weltmeister Winners Bl,201508,4,0.41226
3328,Bridgestone e6 Straight Distance NFL San Dieg,201508,0,1.92218
3329,Nike Women's Tempo Shorts,201508,2,2.28426
3330,Team Golf Texas Longhorns Putter Grip,201508,4,1.35769
3331,Hirzl Women's Soffft Flex Golf Glove,201508,0,2.30301
3332,Clicgear 8.0 Shoe Brush,201508,5,0.39383
3333,Hirzl Women's Hybrid Golf Glove,201508,31,0.93931
3334,Team Golf Pittsburgh Steelers Putter Grip,201508,13,0.88744
3335,Top Flite Women's 2017 XL Hybrid,201508,22,0.18474
3336,Glove It Urban Brick Golf Towel,201508,2,0.81487
3337,Nike Dri-FIT Crew Sock 6 Pack,201508,4,2.10978
3338,TYR Boys' Team Digi Jammer,201508,5,1.88657
3339,Team Golf San Francisco Giants Putter Grip,201508,9,2.11637
3340,Clicgear Rovic Cooler Bag,201508,7,1.85596
3341,Hirzl Men's Hybrid Golf Glove,201508,0,1.74682
3342,Titleist Pro V1x Golf Balls,201508,4,1.74702
3343,adidas Men's Germany Black Crest Away Tee,201508,0,1.06493
3344,Titleist Pro V1 High Numbers Personalized Gol,201508,8,2.2531
3345,Under Armour Women's Micro G Skulpt Running S,201508,6,1.41537
3346,Under Armour Hustle Storm Medium Duffle Bag,201508,0,1.18525
3347,Under Armour Women's Ignite PIP VI Slide,201508,0,1.06608
3348,Bag Boy Beverage Holder,201508,2,1.20987
3349,Under Armour Men's Tech II T-Shirt,201508,1,0.14097
3350,Team Golf New England Patriots Putter Grip,201508,0,0.73284
3351,Under Armour Men's Compression EV SL Slide,201508,13,0.19515
3352,Bridgestone e6 Straight Distance NFL Tennesse,201508,5,0.99447
3353,Glove It Women's Mod Oval Golf Glove,201508,6,2.07204
3354,Titleist Pro V1x High Numbers Golf Balls,201508,0,0.89764
3355,Nike Women's Legend V-Neck T-Shirt,201508,0,0.2329
3356,Under Armour Kids' Mercenary Slide,201508,8,0.24805
3357,adidas Kids' F5 Messi FG Soccer Cleat,201508,0,1.0425
3358,Children's heaters,201508,0,2.31398
3359,Web Camera,201508,6,0.27103
3360,Dell Laptop,201508,16,2.11437
3361,Porcelain crafts,201508,1,1.64915
3362,Sports Books,201508,0,1.99719
3363,DVDs,201508,0,1.34317
3364,Industrial consumer electronics,201508,0,0.24921
3365,Fighting video games,201508,0,1.69252
3366,Summer dresses,201508,0,1.69081
3367,Lawn mower,201508,0,1.70951
3368,Adult dog supplies,201508,0,1.08067
3369,Rock music,201508,0,1.92975
3370,Elevation Training Mask 2.0,201508,0,1.98746
3371,LIJA Women's Mid-Length Panel Golf Shorts,201508,0,2.19445
3372,Toys,201508,0,1.85022
3373,Brooks Women's Ghost 6 Running Shoe,201508,0,1.99562
3374,Bag Boy M330 Push Cart,201508,0,1.897
3375,Merrell Women's Grassbow Sport Hiking Shoe,201508,0,0.41119
3376,Nike Men's Free TR 5.0 TB Training Shoe,201508,0,0.25624
3377,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201508,0,1.12384
3378,First aid kit,201508,0,0.20343
3379,CDs of rock,201508,2,1.32179
3380,Polar FT4 Heart Rate Monitor,201508,0,0.24656
3381,LIJA Women's Argyle Golf Polo,201508,2,1.00387
3382,TaylorMade White Smoke IN-12 Putter,201508,0,1.02048
3383,Fitbit The One Wireless Activity & Sleep Trac,201508,0,0.69959
3384,Nike Kids' Grade School KD VI Basketball Shoe,201508,0,0.53751
3385,The North Face Women's Recon Backpack,201508,0,0.64986
3386,Smart watch,201508,0,0.1184
3387,Baby sweater,201508,4,1.27268
3388,MDGolf Pittsburgh Penguins Putter,201508,0,1.17774
3389,Men's gala suit,201508,0,0.12958
3390,Merrell Men's All Out Flash Trail Running Sho,201508,0,0.27045
3391,Garmin Approach S3 Golf GPS Watch,201508,0,0.3214
3392,LIJA Women's Button Golf Dress,201508,0,1.39116
3393,Cleveland Golf Women's 588 RTX CB Satin Chrom,201508,0,2.29413
3394,Merrell Women's Siren Mid Waterproof Hiking B,201508,0,2.19343
3395,TaylorMade Women's RBZ SL Rescue,201508,0,1.59338
3396,Mio ALPHA Heart Rate Monitor/Sport Watch,201508,2,1.38296
3397,TaylorMade 2017 Purelite Stand Bag,201508,0,1.44344
3398,Cleveland Golf Collegiate My Custom Wedge 588,201508,4,1.48925
3399,adidas Brazuca 2017 Official Match Ball,201508,0,1.53183
3400,Nike Men's Fingertrap Max Training Shoe,201508,0,0.21387
3401,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201508,0,2.19075
3402,Nike Men's Kobe IX Elite Low Basketball Shoe,201508,0,0.86438
3403,Ogio Race Golf Shoes,201508,0,2.2791
3404,insta-bed Neverflat Air Mattress,201508,0,0.72431
3405,GolfBuddy VT3 GPS Watch,201508,0,2.25045
3406,Merrell Women's Grassbow Sport Waterproof Hik,201508,0,1.89226
3407,Titleist Small Wheeled Travel Cover,201508,0,0.18191
3408,Polar Loop Activity Tracker,201508,0,1.93732
3409,Pelican Maverick 100X Kayak,201508,0,1.80049
3410,Garmin Approach S4 Golf GPS Watch,201508,0,0.17395
3411,Total Gym 1400,201508,0,1.19533
3412,Garmin Forerunner 910XT GPS Watch,201508,0,0.42839
3413,Titleist Club Glove Travel Cover,201508,0,0.71883
3414,GoPro HERO3+ Black Edition Camera,201508,0,1.79288
3415,Diamondback Boys' Insight 24 Performance Hybr,201508,0,1.38319
3416,Diamondback Girls' Clarity 24 Hybrid Bike 201,201508,0,1.50852
3417,Stiga Master Series ST3100 Competition Indoor,201508,0,1.03259
3418,SOLE E35 Elliptical,201508,6,1.18099
3419,Bushnell Pro X7 Jolt Slope Rangefinder,201508,30,1.28514
3420,SOLE E25 Elliptical,201508,2,0.71268
3421,Bowflex SelectTech 1090 Dumbbells,201508,7,1.54634
3422,Perfect Fitness Perfect Rip Deck,201507,1,1.18831
3423,Nike Men's Dri-FIT Victory Golf Polo,201507,656,0.25506
3424,O'Brien Men's Neoprene Life Vest,201507,22,1.99292
3425,Nike Men's Free 5.0+ Running Shoe,201507,161,1.89773
3426,Under Armour Girls' Toddler Spine Surge Runni,201507,171,0.29902
3427,Nike Men's CJ Elite 2 TD Football Cleat,201507,216,0.85246
3428,Field & Stream Sportsman 16 Gun Fire Safe,201507,46,1.71429
3429,Pelican Sunstream 100 Kayak,201507,26,2.0822
3430,Diamondback Women's Serene Classic Comfort Bi,201507,125,0.48289
3431,ENO Atlas Hammock Straps,201507,5,1.87883
3432,Nike Men's Comfort 2 Slide,201507,12,1.05194
3433,adidas Youth Germany Black/Red Away Match Soc,201507,1,2.09009
3434,Team Golf St. Louis Cardinals Putter Grip,201507,10,0.8108
3435,LIJA Women's Eyelet Sleeveless Golf Polo,201507,12,2.31695
3436,adidas Men's F10 Messi TRX FG Soccer Cleat,201507,11,1.33446
3437,Glove It Women's Imperial Golf Glove,201507,0,1.56156
3438,Glove It Imperial Golf Towel,201507,3,0.35994
3439,Bridgestone e6 Straight Distance NFL Carolina,201507,20,0.44583
3440,Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,8,2.08432
3441,Columbia Men's PFG Anchor Tough T-Shirt,201507,0,0.66958
3442,Under Armour Women's Ignite Slide,201507,0,0.35287
3443,Team Golf Tennessee Volunteers Putter Grip,201507,13,1.95472
3444,Titleist Pro V1x High Numbers Personalized Go,201507,0,0.23505
3445,Nike Men's Deutschland Weltmeister Winners Bl,201507,6,1.82588
3446,Bridgestone e6 Straight Distance NFL San Dieg,201507,2,1.65295
3447,Nike Women's Tempo Shorts,201507,0,2.23726
3448,Team Golf Texas Longhorns Putter Grip,201507,3,0.66657
3449,Hirzl Women's Soffft Flex Golf Glove,201507,2,0.87152
3450,Clicgear 8.0 Shoe Brush,201507,2,1.61125
3451,Hirzl Women's Hybrid Golf Glove,201507,10,0.78481
3452,Team Golf Pittsburgh Steelers Putter Grip,201507,3,2.15294
3453,Top Flite Women's 2017 XL Hybrid,201507,0,1.39516
3454,Glove It Urban Brick Golf Towel,201507,8,2.10974
3455,Nike Dri-FIT Crew Sock 6 Pack,201507,11,0.29115
3456,TYR Boys' Team Digi Jammer,201507,0,1.93085
3457,Team Golf San Francisco Giants Putter Grip,201507,2,1.56873
3458,Clicgear Rovic Cooler Bag,201507,11,1.14233
3459,Hirzl Men's Hybrid Golf Glove,201507,17,2.32116
3460,Titleist Pro V1x Golf Balls,201507,1,0.74991
3461,adidas Men's Germany Black Crest Away Tee,201507,9,1.37589
3462,Titleist Pro V1 High Numbers Personalized Gol,201507,17,2.24634
3463,Under Armour Women's Micro G Skulpt Running S,201507,0,1.05994
3464,Under Armour Hustle Storm Medium Duffle Bag,201507,8,1.72077
3465,Under Armour Women's Ignite PIP VI Slide,201507,8,1.68523
3466,Bag Boy Beverage Holder,201507,0,2.30501
3467,Under Armour Men's Tech II T-Shirt,201507,9,2.16
3468,Team Golf New England Patriots Putter Grip,201507,0,1.09872
3469,Under Armour Men's Compression EV SL Slide,201507,0,1.06036
3470,Bridgestone e6 Straight Distance NFL Tennesse,201507,0,1.92765
3471,Glove It Women's Mod Oval Golf Glove,201507,0,1.91405
3472,Titleist Pro V1x High Numbers Golf Balls,201507,6,1.7026
3473,Nike Women's Legend V-Neck T-Shirt,201507,4,0.385
3474,Under Armour Kids' Mercenary Slide,201507,5,1.43535
3475,adidas Kids' F5 Messi FG Soccer Cleat,201507,2,1.25561
3476,Children's heaters,201507,0,1.00238
3477,Web Camera,201507,0,2.16093
3478,Dell Laptop,201507,25,1.49893
3479,Porcelain crafts,201507,0,1.61761
3480,Sports Books,201507,0,1.70681
3481,DVDs,201507,0,1.90579
3482,Industrial consumer electronics,201507,1,1.65142
3483,Fighting video games,201507,0,1.56919
3484,Summer dresses,201507,0,0.17305
3485,Lawn mower,201507,0,2.01428
3486,Adult dog supplies,201507,0,1.37144
3487,Rock music,201507,0,2.34219
3488,Elevation Training Mask 2.0,201507,0,2.19477
3489,LIJA Women's Mid-Length Panel Golf Shorts,201507,0,1.60383
3490,Toys,201507,0,1.13041
3491,Brooks Women's Ghost 6 Running Shoe,201507,0,1.56853
3492,Bag Boy M330 Push Cart,201507,0,1.74551
3493,Merrell Women's Grassbow Sport Hiking Shoe,201507,0,0.56561
3494,Nike Men's Free TR 5.0 TB Training Shoe,201507,0,1.91446
3495,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201507,0,0.65766
3496,First aid kit,201507,0,0.12227
3497,CDs of rock,201507,0,1.072
3498,Polar FT4 Heart Rate Monitor,201507,0,1.38198
3499,LIJA Women's Argyle Golf Polo,201507,0,1.81578
3500,TaylorMade White Smoke IN-12 Putter,201507,0,0.94301
3501,Fitbit The One Wireless Activity & Sleep Trac,201507,0,0.23288
3502,Nike Kids' Grade School KD VI Basketball Shoe,201507,0,2.03625
3503,The North Face Women's Recon Backpack,201507,0,1.92201
3504,Smart watch,201507,0,2.19165
3505,Baby sweater,201507,0,1.2759
3506,MDGolf Pittsburgh Penguins Putter,201507,0,1.20268
3507,Men's gala suit,201507,0,1.80502
3508,Merrell Men's All Out Flash Trail Running Sho,201507,0,0.68692
3509,Garmin Approach S3 Golf GPS Watch,201507,0,2.30112
3510,LIJA Women's Button Golf Dress,201507,1,0.93472
3511,Cleveland Golf Women's 588 RTX CB Satin Chrom,201507,0,0.31162
3512,Merrell Women's Siren Mid Waterproof Hiking B,201507,0,1.24292
3513,TaylorMade Women's RBZ SL Rescue,201507,0,1.75271
3514,Mio ALPHA Heart Rate Monitor/Sport Watch,201507,0,0.72136
3515,TaylorMade 2017 Purelite Stand Bag,201507,0,0.27289
3516,Cleveland Golf Collegiate My Custom Wedge 588,201507,0,1.67794
3517,adidas Brazuca 2017 Official Match Ball,201507,0,0.46732
3518,Nike Men's Fingertrap Max Training Shoe,201507,0,1.85764
3519,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201507,0,1.12145
3520,Nike Men's Kobe IX Elite Low Basketball Shoe,201507,0,0.23894
3521,Ogio Race Golf Shoes,201507,0,1.23176
3522,insta-bed Neverflat Air Mattress,201507,0,1.78387
3523,GolfBuddy VT3 GPS Watch,201507,0,0.93084
3524,Merrell Women's Grassbow Sport Waterproof Hik,201507,0,1.80586
3525,Titleist Small Wheeled Travel Cover,201507,0,0.4228
3526,Polar Loop Activity Tracker,201507,0,1.37405
3527,Pelican Maverick 100X Kayak,201507,0,1.62222
3528,Garmin Approach S4 Golf GPS Watch,201507,0,2.04534
3529,Total Gym 1400,201507,0,1.15943
3530,Garmin Forerunner 910XT GPS Watch,201507,0,0.16571
3531,Titleist Club Glove Travel Cover,201507,0,2.23045
3532,GoPro HERO3+ Black Edition Camera,201507,0,0.97163
3533,Diamondback Boys' Insight 24 Performance Hybr,201507,0,2.0576
3534,Diamondback Girls' Clarity 24 Hybrid Bike 201,201507,0,0.50558
3535,Stiga Master Series ST3100 Competition Indoor,201507,0,0.93446
3536,SOLE E35 Elliptical,201507,10,1.29567
3537,Bushnell Pro X7 Jolt Slope Rangefinder,201507,18,1.85214
3538,SOLE E25 Elliptical,201507,3,0.66997
3539,Bowflex SelectTech 1090 Dumbbells,201507,11,1.96702
3540,Perfect Fitness Perfect Rip Deck,201506,462,2.30411
3541,Nike Men's Dri-FIT Victory Golf Polo,201506,520,1.79808
3542,O'Brien Men's Neoprene Life Vest,201506,430,0.73998
3543,Nike Men's Free 5.0+ Running Shoe,201506,29,2.18684
3544,Under Armour Girls' Toddler Spine Surge Runni,201506,66,2.29001
3545,Nike Men's CJ Elite 2 TD Football Cleat,201506,74,2.007
3546,Field & Stream Sportsman 16 Gun Fire Safe,201506,76,1.65816
3547,Pelican Sunstream 100 Kayak,201506,12,1.42169
3548,Diamondback Women's Serene Classic Comfort Bi,201506,103,1.80827
3549,ENO Atlas Hammock Straps,201506,2,1.3917
3550,Nike Men's Comfort 2 Slide,201506,0,2.03747
3551,adidas Youth Germany Black/Red Away Match Soc,201506,16,1.23078
3552,Team Golf St. Louis Cardinals Putter Grip,201506,4,0.20541
3553,LIJA Women's Eyelet Sleeveless Golf Polo,201506,3,0.60128
3554,adidas Men's F10 Messi TRX FG Soccer Cleat,201506,6,2.07873
3555,Glove It Women's Imperial Golf Glove,201506,0,1.19553
3556,Glove It Imperial Golf Towel,201506,0,1.77667
3557,Bridgestone e6 Straight Distance NFL Carolina,201506,0,2.02634
3558,Glove It Women's Mod Oval 3-Zip Carry All Gol,201506,10,0.34719
3559,Columbia Men's PFG Anchor Tough T-Shirt,201506,0,2.31488
3560,Under Armour Women's Ignite Slide,201506,5,0.59246
3561,Team Golf Tennessee Volunteers Putter Grip,201506,7,1.20702
3562,Titleist Pro V1x High Numbers Personalized Go,201506,7,0.54727
3563,Nike Men's Deutschland Weltmeister Winners Bl,201506,7,1.45826
3564,Bridgestone e6 Straight Distance NFL San Dieg,201506,6,0.23132
3565,Nike Women's Tempo Shorts,201506,9,1.29246
3566,Team Golf Texas Longhorns Putter Grip,201506,2,0.43713
3567,Hirzl Women's Soffft Flex Golf Glove,201506,1,1.432
3568,Clicgear 8.0 Shoe Brush,201506,4,1.61477
3569,Hirzl Women's Hybrid Golf Glove,201506,5,1.67034
3570,Team Golf Pittsburgh Steelers Putter Grip,201506,3,1.34031
3571,Top Flite Women's 2017 XL Hybrid,201506,0,1.28013
3572,Glove It Urban Brick Golf Towel,201506,6,0.80192
3573,Nike Dri-FIT Crew Sock 6 Pack,201506,0,0.15544
3574,TYR Boys' Team Digi Jammer,201506,11,2.07521
3575,Team Golf San Francisco Giants Putter Grip,201506,0,2.33376
3576,Clicgear Rovic Cooler Bag,201506,5,1.33787
3577,Hirzl Men's Hybrid Golf Glove,201506,0,0.93434
3578,Titleist Pro V1x Golf Balls,201506,19,0.81057
3579,adidas Men's Germany Black Crest Away Tee,201506,0,1.26405
3580,Titleist Pro V1 High Numbers Personalized Gol,201506,2,2.08434
3581,Under Armour Women's Micro G Skulpt Running S,201506,6,1.15611
3582,Under Armour Hustle Storm Medium Duffle Bag,201506,0,2.26101
3583,Under Armour Women's Ignite PIP VI Slide,201506,1,0.58377
3584,Bag Boy Beverage Holder,201506,1,1.30239
3585,Under Armour Men's Tech II T-Shirt,201506,9,0.20763
3586,Team Golf New England Patriots Putter Grip,201506,18,0.66235
3587,Under Armour Men's Compression EV SL Slide,201506,1,1.43715
3588,Bridgestone e6 Straight Distance NFL Tennesse,201506,0,1.18946
3589,Glove It Women's Mod Oval Golf Glove,201506,3,1.64556
3590,Titleist Pro V1x High Numbers Golf Balls,201506,12,0.36612
3591,Nike Women's Legend V-Neck T-Shirt,201506,0,0.77567
3592,Under Armour Kids' Mercenary Slide,201506,4,1.84397
3593,adidas Kids' F5 Messi FG Soccer Cleat,201506,0,2.3151
3594,Children's heaters,201506,0,1.37715
3595,Web Camera,201506,0,2.0301
3596,Dell Laptop,201506,37,1.50434
3597,Porcelain crafts,201506,0,1.24933
3598,Sports Books,201506,0,1.37772
3599,DVDs,201506,0,1.56419
3600,Industrial consumer electronics,201506,0,0.55197
3601,Fighting video games,201506,0,0.72249
3602,Summer dresses,201506,0,0.38498
3603,Lawn mower,201506,0,0.5582
3604,Adult dog supplies,201506,0,1.98571
3605,Rock music,201506,0,2.07079
3606,Elevation Training Mask 2.0,201506,0,0.75292
3607,LIJA Women's Mid-Length Panel Golf Shorts,201506,0,0.97813
3608,Toys,201506,0,2.12297
3609,Brooks Women's Ghost 6 Running Shoe,201506,0,2.02052
3610,Bag Boy M330 Push Cart,201506,0,1.37769
3611,Merrell Women's Grassbow Sport Hiking Shoe,201506,0,1.85766
3612,Nike Men's Free TR 5.0 TB Training Shoe,201506,0,0.82725
3613,Nike Women's Free 5.0 TR FIT PRT 4 Training S,201506,1,1.82456
3614,First aid kit,201506,0,1.83587
3615,CDs of rock,201506,0,0.74522
3616,Polar FT4 Heart Rate Monitor,201506,0,1.6249
3617,LIJA Women's Argyle Golf Polo,201506,0,1.50842
3618,TaylorMade White Smoke IN-12 Putter,201506,0,0.52105
3619,Fitbit The One Wireless Activity & Sleep Trac,201506,0,2.17907
3620,Nike Kids' Grade School KD VI Basketball Shoe,201506,0,1.26875
3621,The North Face Women's Recon Backpack,201506,8,2.0923
3622,Smart watch,201506,0,2.13103
3623,Baby sweater,201506,0,0.98439
3624,MDGolf Pittsburgh Penguins Putter,201506,0,1.35769
3625,Men's gala suit,201506,0,1.9604
3626,Merrell Men's All Out Flash Trail Running Sho,201506,0,1.23247
3627,Garmin Approach S3 Golf GPS Watch,201506,0,0.48185
3628,LIJA Women's Button Golf Dress,201506,0,0.78391
3629,Cleveland Golf Women's 588 RTX CB Satin Chrom,201506,0,1.78926
3630,Merrell Women's Siren Mid Waterproof Hiking B,201506,0,0.30128
3631,TaylorMade Women's RBZ SL Rescue,201506,0,2.17739
3632,Mio ALPHA Heart Rate Monitor/Sport Watch,201506,0,2.1669
3633,TaylorMade 2017 Purelite Stand Bag,201506,0,0.72184
3634,Cleveland Golf Collegiate My Custom Wedge 588,201506,0,0.12871
3635,adidas Brazuca 2017 Official Match Ball,201506,0,1.64156
3636,Nike Men's Fingertrap Max Training Shoe,201506,0,1.61854
3637,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201506,0,1.7089
3638,Nike Men's Kobe IX Elite Low Basketball Shoe,201506,0,1.92307
3639,Ogio Race Golf Shoes,201506,0,1.91507
3640,insta-bed Neverflat Air Mattress,201506,0,1.14975
3641,GolfBuddy VT3 GPS Watch,201506,0,2.31784
3642,Merrell Women's Grassbow Sport Waterproof Hik,201506,0,0.90133
3643,Titleist Small Wheeled Travel Cover,201506,0,1.84444
3644,Polar Loop Activity Tracker,201506,0,0.87722
3645,Pelican Maverick 100X Kayak,201506,0,0.52648
3646,Garmin Approach S4 Golf GPS Watch,201506,0,1.66793
3647,Total Gym 1400,201506,0,1.22175
3648,Garmin Forerunner 910XT GPS Watch,201506,0,1.42422
3649,Titleist Club Glove Travel Cover,201506,0,2.23751
3650,GoPro HERO3+ Black Edition Camera,201506,0,0.12421
3651,Diamondback Boys' Insight 24 Performance Hybr,201506,0,2.12512
3652,Diamondback Girls' Clarity 24 Hybrid Bike 201,201506,0,0.71837
3653,Stiga Master Series ST3100 Competition Indoor,201506,0,1.76629
3654,SOLE E35 Elliptical,201506,31,0.5014
3655,Bushnell Pro X7 Jolt Slope Rangefinder,201506,16,1.20606
3656,SOLE E25 Elliptical,201506,34,0.31736
3657,Bowflex SelectTech 1090 Dumbbells,201506,26,0.18512
3658,Perfect Fitness Perfect Rip Deck,201505,624,0.72904
3659,Nike Men's Dri-FIT Victory Golf Polo,201505,65,2.24636
3660,O'Brien Men's Neoprene Life Vest,201505,399,1.97283
3661,Nike Men's Free 5.0+ Running Shoe,201505,252,1.61444
3662,Under Armour Girls' Toddler Spine Surge Runni,201505,43,1.48562
3663,Nike Men's CJ Elite 2 TD Football Cleat,201505,161,1.20565
3664,Field & Stream Sportsman 16 Gun Fire Safe,201505,68,2.16727
3665,Pelican Sunstream 100 Kayak,201505,35,2.18038
3666,Diamondback Women's Serene Classic Comfort Bi,201505,59,0.73142
3667,ENO Atlas Hammock Straps,201505,10,0.43503
3668,Nike Men's Comfort 2 Slide,201505,9,1.65279
3669,adidas Youth Germany Black/Red Away Match Soc,201505,0,2.23615
3670,Team Golf St. Louis Cardinals Putter Grip,201505,0,1.60699
